industry_code,industry_name,indivs,pacs,total,last_updated,cycle
K01,Lawyers/Law Firms,597208,6000,603208,06/10/2019,2018
W06,Retired,582682,0,582682,06/10/2019,2018
Q02,Democratic/Liberal,355242,30799,386041,06/10/2019,2018
F10,Real Estate,222152,0,222152,06/10/2019,2018
W04,Education,186373,0,186373,06/10/2019,2018
Q03,Leadership PACs,25101,132900,158001,06/10/2019,2018
Q08,Women's Issues,140519,17000,157519,06/10/2019,2018
N05,Business Services,148352,0,148352,06/10/2019,2018
W03,Civil Servants/Public Officials,140043,0,140043,06/10/2019,2018
F07,Securities & Investment,127763,0,127763,06/10/2019,2018
