industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F09,Insurance,19100,126500,145600,03/20/2023,2022
F07,Securities & Investment,64019,63000,127019,03/20/2023,2022
H04,Pharmaceuticals/Health Products,1750,94500,96250,03/20/2023,2022
F10,Real Estate,12650,43000,55650,03/20/2023,2022
K01,Lawyers/Law Firms,11090,31500,42590,03/20/2023,2022
H03,Health Services/HMOs,2900,33000,35900,03/20/2023,2022
H02,Hospitals/Nursing Homes,2900,31000,33900,03/20/2023,2022
H01,Health Professionals,6550,25000,31550,03/20/2023,2022
K02,Lobbyists,30150,1000,31150,03/20/2023,2022
B12,Electronics Mfg & Equip,7300,19680,26980,03/20/2023,2022
