industry_code,industry_name,indivs,pacs,total,last_updated,cycle
Q03,Leadership PACs,2700,245812,248512,06/10/2019,2018
F09,Insurance,35876,93500,129376,06/10/2019,2018
W06,Retired,122036,0,122036,06/10/2019,2018
F07,Securities & Investment,102720,10500,113220,06/10/2019,2018
F10,Real Estate,84157,17500,101657,06/10/2019,2018
E01,Oil & Gas,52590,29500,82090,06/10/2019,2018
A01,Crop Production & Basic Processing,31571,31617,63188,06/10/2019,2018
N15,Misc Manufacturing & Distributing,32907,29749,62656,06/10/2019,2018
Q16,Candidate Committees,4095,57300,61395,06/10/2019,2018
H01,Health Professionals,20707,38500,59207,06/10/2019,2018
