industry_code,industry_name,indivs,pacs,total,last_updated,cycle
K01,Lawyers/Law Firms,189465,15500,204965,03/20/2023,2022
F10,Real Estate,135349,13500,148849,03/20/2023,2022
K02,Lobbyists,93606,5923,99529,03/20/2023,2022
F07,Securities & Investment,91766,1000,92766,03/20/2023,2022
Q05,Pro-Israel,59650,9900,69550,03/20/2023,2022
Q03,Leadership PACs,0,52000,52000,03/20/2023,2022
W06,Retired,43686,0,43686,03/20/2023,2022
F09,Insurance,35500,7400,42900,03/20/2023,2022
P04,Public Sector Unions,0,36000,36000,03/20/2023,2022
Q16,Candidate Committees,0,34500,34500,03/20/2023,2022
P03,Transportation Unions,0,34500,34500,03/20/2023,2022
