industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,6244132,0,6244132,03/20/2023,2022
F07,Securities & Investment,2262131,153250,2415381,03/20/2023,2022
Q01,Republican/Conservative,2388266,21600,2409866,03/20/2023,2022
F10,Real Estate,1478006,84500,1562506,03/20/2023,2022
E01,Oil & Gas,1227712,289100,1516812,03/20/2023,2022
K01,Lawyers/Law Firms,1101280,141888,1243168,03/20/2023,2022
H01,Health Professionals,862319,147500,1009819,03/20/2023,2022
F09,Insurance,417348,253000,670348,03/20/2023,2022
Q03,Leadership PACs,35167,485300,520467,03/20/2023,2022
F03,Commercial Banks,334546,118500,453046,03/20/2023,2022
