industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,1678506,0,1678506,03/20/2023,2022
F10,Real Estate,136621,19500,156121,03/20/2023,2022
E01,Oil & Gas,37400,43000,80400,03/20/2023,2022
H01,Health Professionals,57138,19000,76138,03/20/2023,2022
K01,Lawyers/Law Firms,67777,4500,72277,03/20/2023,2022
M01,Air Transport,36661,31750,68411,03/20/2023,2022
Q03,Leadership PACs,0,66800,66800,03/20/2023,2022
M02,Automotive,33383,30000,63383,03/20/2023,2022
F03,Commercial Banks,50292,9000,59292,03/20/2023,2022
P03,Transportation Unions,0,47000,47000,03/20/2023,2022
