industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,95518,0,95518,06/10/2019,2018
F10,Real Estate,61823,5000,66823,06/10/2019,2018
P01,Building Trade Unions,1,53000,53001,06/10/2019,2018
P03,Transportation Unions,0,52500,52500,06/10/2019,2018
K01,Lawyers/Law Firms,20106,20250,40356,06/10/2019,2018
P04,Public Sector Unions,42,36000,36042,06/10/2019,2018
M01,Air Transport,11,33000,33011,06/10/2019,2018
P02,Industrial Unions,0,29000,29000,06/10/2019,2018
N08,Lodging/Tourism,11400,17000,28400,06/10/2019,2018
F07,Securities & Investment,27635,0,27635,06/10/2019,2018
