industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,206157,0,206157,03/20/2023,2022
K02,Lobbyists,147900,8000,155900,03/20/2023,2022
K01,Lawyers/Law Firms,78886,60200,139086,03/20/2023,2022
F07,Securities & Investment,76394,36300,112694,03/20/2023,2022
H04,Pharmaceuticals/Health Products,15588,96000,111588,03/20/2023,2022
H01,Health Professionals,58433,48000,106433,03/20/2023,2022
Q03,Leadership PACs,0,101500,101500,03/20/2023,2022
F10,Real Estate,95562,0,95562,03/20/2023,2022
F09,Insurance,30661,47500,78161,03/20/2023,2022
N15,Misc Manufacturing & Distributing,41678,31000,72678,03/20/2023,2022
