industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,35350,0,35350,03/20/2023,2022
D03,Misc Defense,3500,29500,33000,03/20/2023,2022
P01,Building Trade Unions,0,33000,33000,03/20/2023,2022
B12,Electronics Mfg & Equip,11725,17000,28725,03/20/2023,2022
H01,Health Professionals,11700,5500,17200,03/20/2023,2022
P04,Public Sector Unions,0,16500,16500,03/20/2023,2022
K01,Lawyers/Law Firms,5475,10000,15475,03/20/2023,2022
K02,Lobbyists,10826,3500,14326,03/20/2023,2022
D01,Defense Aerospace,-2900,16500,13600,03/20/2023,2022
F13,Misc Finance,4000,6000,10000,03/20/2023,2022
