industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F09,Insurance,13155,221000,234155,03/20/2023,2022
F07,Securities & Investment,74830,155000,229830,03/20/2023,2022
F03,Commercial Banks,33710,188000,221710,03/20/2023,2022
F06,Finance/Credit Companies,24450,146500,170950,03/20/2023,2022
F10,Real Estate,62066,108500,170566,03/20/2023,2022
K02,Lobbyists,118092,4000,122092,03/20/2023,2022
Q10,Misc Issues,100500,0,100500,03/20/2023,2022
Q03,Leadership PACs,0,75000,75000,03/20/2023,2022
F13,Misc Finance,14210,58800,73010,03/20/2023,2022
W06,Retired,59939,0,59939,03/20/2023,2022
