industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,97372,0,97372,06/10/2019,2018
Q01,Republican/Conservative,84340,6000,90340,06/10/2019,2018
H01,Health Professionals,43340,18200,61540,06/10/2019,2018
D03,Misc Defense,29119,26300,55419,06/10/2019,2018
F07,Securities & Investment,55400,0,55400,06/10/2019,2018
D01,Defense Aerospace,13650,39500,53150,06/10/2019,2018
Q03,Leadership PACs,21500,31000,52500,06/10/2019,2018
K01,Lawyers/Law Firms,36825,15200,52025,06/10/2019,2018
F10,Real Estate,42595,9000,51595,06/10/2019,2018
N15,Misc Manufacturing & Distributing,17500,6000,23500,06/10/2019,2018
