industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F09,Insurance,300,69500,69800,03/20/2023,2022
F03,Commercial Banks,3250,60500,63750,03/20/2023,2022
F10,Real Estate,10550,51000,61550,03/20/2023,2022
F07,Securities & Investment,5800,48500,54300,03/20/2023,2022
K01,Lawyers/Law Firms,22900,5500,28400,03/20/2023,2022
W06,Retired,27200,0,27200,03/20/2023,2022
F06,Finance/Credit Companies,4400,21000,25400,03/20/2023,2022
Q03,Leadership PACs,1000,19000,20000,03/20/2023,2022
P04,Public Sector Unions,0,19500,19500,03/20/2023,2022
Q16,Candidate Committees,2000,15000,17000,03/20/2023,2022
