industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,560097,0,560097,03/20/2023,2022
Q02,Democratic/Liberal,366488,72100,438588,03/20/2023,2022
F07,Securities & Investment,414558,10500,425058,03/20/2023,2022
Q03,Leadership PACs,43675,373146,416821,03/20/2023,2022
K01,Lawyers/Law Firms,231707,30080,261787,03/20/2023,2022
F10,Real Estate,219493,18200,237693,03/20/2023,2022
Q08,Women's Issues,142398,31609,174007,03/20/2023,2022
H01,Health Professionals,119402,20000,139402,03/20/2023,2022
W02,Non-Profit Institutions,127770,10000,137770,03/20/2023,2022
Q16,Candidate Committees,0,127850,127850,03/20/2023,2022
