industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F07,Securities & Investment,1931068,133500,2064568,03/20/2023,2022
W06,Retired,1093725,0,1093725,03/20/2023,2022
K01,Lawyers/Law Firms,878472,203575,1082047,03/20/2023,2022
E01,Oil & Gas,613517,348099,961616,03/20/2023,2022
F10,Real Estate,862327,68900,931227,03/20/2023,2022
F09,Insurance,141203,279700,420903,03/20/2023,2022
Q03,Leadership PACs,0,403100,403100,03/20/2023,2022
Q10,Misc Issues,338889,18161,357050,03/20/2023,2022
E08,Electric Utilities,106107,226500,332607,03/20/2023,2022
K02,Lobbyists,304476,3500,307976,03/20/2023,2022
