industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,3203817,0,3203817,03/20/2023,2022
F07,Securities & Investment,838715,96500,935215,03/20/2023,2022
K01,Lawyers/Law Firms,807407,96625,904032,03/20/2023,2022
W04,Education,768132,0,768132,03/20/2023,2022
Q08,Women's Issues,673722,27481,701203,03/20/2023,2022
Q02,Democratic/Liberal,574347,15098,589445,03/20/2023,2022
F10,Real Estate,520747,45500,566247,03/20/2023,2022
H01,Health Professionals,423501,38000,461501,03/20/2023,2022
N05,Business Services,358341,6300,364641,03/20/2023,2022
K02,Lobbyists,359266,3000,362266,03/20/2023,2022
