industry_code,industry_name,indivs,pacs,total,last_updated,cycle
K02,Lobbyists,58450,0,58450,03/20/2023,2022
D03,Misc Defense,11550,30000,41550,03/20/2023,2022
W06,Retired,41300,0,41300,03/20/2023,2022
K01,Lawyers/Law Firms,23800,16500,40300,03/20/2023,2022
Q03,Leadership PACs,0,35500,35500,03/20/2023,2022
F10,Real Estate,18850,13000,31850,03/20/2023,2022
D02,Defense Electronics,7800,20000,27800,03/20/2023,2022
A01,Crop Production & Basic Processing,2200,23000,25200,03/20/2023,2022
N15,Misc Manufacturing & Distributing,0,24000,24000,03/20/2023,2022
M01,Air Transport,0,21000,21000,03/20/2023,2022
