industry_code,industry_name,indivs,pacs,total,last_updated,cycle
Q03,Leadership PACs,0,115500,115500,03/20/2023,2022
W06,Retired,110575,0,110575,03/20/2023,2022
F10,Real Estate,96983,10000,106983,03/20/2023,2022
K01,Lawyers/Law Firms,52839,11000,63839,03/20/2023,2022
F07,Securities & Investment,47242,0,47242,03/20/2023,2022
K02,Lobbyists,45000,0,45000,03/20/2023,2022
C02,Home Builders,28850,5000,33850,03/20/2023,2022
N15,Misc Manufacturing & Distributing,27500,0,27500,03/20/2023,2022
Q16,Candidate Committees,0,27000,27000,03/20/2023,2022
N05,Business Services,23000,2000,25000,03/20/2023,2022
