industry_code,industry_name,indivs,pacs,total,last_updated,cycle
Q03,Leadership PACs,325,170805,171130,06/10/2019,2018
F07,Securities & Investment,70135,74500,144635,06/10/2019,2018
Q01,Republican/Conservative,77317,44182,121499,06/10/2019,2018
F09,Insurance,4000,79500,83500,06/10/2019,2018
W06,Retired,83318,0,83318,06/10/2019,2018
F10,Real Estate,44200,25000,69200,06/10/2019,2018
K01,Lawyers/Law Firms,49135,19000,68135,06/10/2019,2018
H01,Health Professionals,34085,32000,66085,06/10/2019,2018
F03,Commercial Banks,11785,47000,58785,06/10/2019,2018
N05,Business Services,34825,5750,40575,06/10/2019,2018
