industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F09,Insurance,155,106500,106655,06/10/2019,2018
N07,Casinos/Gambling,80900,4500,85400,06/10/2019,2018
F10,Real Estate,28250,57000,85250,06/10/2019,2018
H01,Health Professionals,23863,30000,53863,06/10/2019,2018
P01,Building Trade Unions,0,47500,47500,06/10/2019,2018
A01,Crop Production & Basic Processing,1500,42500,44000,06/10/2019,2018
F07,Securities & Investment,10100,33000,43100,06/10/2019,2018
F11,Accountants,757,41000,41757,06/10/2019,2018
P04,Public Sector Unions,250,41500,41750,06/10/2019,2018
P02,Industrial Unions,7,40000,40007,06/10/2019,2018
