industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,751837,0,751837,06/10/2019,2018
F07,Securities & Investment,509650,0,509650,06/10/2019,2018
K01,Lawyers/Law Firms,413241,12000,425241,06/10/2019,2018
W04,Education,394774,0,394774,06/10/2019,2018
Q02,Democratic/Liberal,198263,31983,230246,06/10/2019,2018
F10,Real Estate,191474,0,191474,06/10/2019,2018
Q03,Leadership PACs,29303,154947,184250,06/10/2019,2018
N05,Business Services,174547,0,174547,06/10/2019,2018
H01,Health Professionals,152366,8500,160866,06/10/2019,2018
W03,Civil Servants/Public Officials,137862,0,137862,06/10/2019,2018
