industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,2777669,0,2777669,03/20/2023,2022
K01,Lawyers/Law Firms,2426295,136312,2562607,03/20/2023,2022
F07,Securities & Investment,1829986,191000,2020986,03/20/2023,2022
F10,Real Estate,880692,117900,998592,03/20/2023,2022
W04,Education,814298,0,814298,03/20/2023,2022
K02,Lobbyists,745425,8638,754063,03/20/2023,2022
H01,Health Professionals,606163,130750,736913,03/20/2023,2022
Q11,Environment,646173,25482,671655,03/20/2023,2022
B02,TV/Movies/Music,559488,37000,596488,03/20/2023,2022
N05,Business Services,542718,6000,548718,03/20/2023,2022
