industry_code,industry_name,indivs,pacs,total,last_updated,cycle
E01,Oil & Gas,480146,351300,831446,06/10/2019,2018
E08,Electric Utilities,207062,386000,593062,06/10/2019,2018
Q03,Leadership PACs,0,423493,423493,06/10/2019,2018
F07,Securities & Investment,295953,38500,334453,06/10/2019,2018
K01,Lawyers/Law Firms,141757,160950,302707,06/10/2019,2018
K02,Lobbyists,230060,4000,234060,06/10/2019,2018
F10,Real Estate,158650,33500,192150,06/10/2019,2018
E07,Misc Energy,79950,91000,170950,06/10/2019,2018
M05,Sea Transport,98400,69600,168000,06/10/2019,2018
H01,Health Professionals,40300,126500,166800,06/10/2019,2018
