industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,215074,0,215074,03/20/2023,2022
Q01,Republican/Conservative,67323,10000,77323,03/20/2023,2022
B09,Telecom Services,12106,39000,51106,03/20/2023,2022
Q05,Pro-Israel,29800,13000,42800,03/20/2023,2022
K02,Lobbyists,37365,1500,38865,03/20/2023,2022
E01,Oil & Gas,14600,18500,33100,03/20/2023,2022
Q03,Leadership PACs,0,28500,28500,03/20/2023,2022
F10,Real Estate,18195,9000,27195,03/20/2023,2022
K01,Lawyers/Law Firms,10995,14000,24995,03/20/2023,2022
H01,Health Professionals,13740,10500,24240,03/20/2023,2022
