industry_code,industry_name,indivs,pacs,total,last_updated,cycle
A01,Crop Production & Basic Processing,22450,87250,109700,03/20/2023,2022
W06,Retired,98447,0,98447,03/20/2023,2022
Q01,Republican/Conservative,49066,10500,59566,03/20/2023,2022
E01,Oil & Gas,11950,43300,55250,03/20/2023,2022
A06,Livestock,37937,14000,51937,03/20/2023,2022
H01,Health Professionals,41800,0,41800,03/20/2023,2022
F10,Real Estate,29688,7000,36688,03/20/2023,2022
A07,Agricultural Services/Products,3000,31115,34115,03/20/2023,2022
Q03,Leadership PACs,0,30400,30400,03/20/2023,2022
C01,General Contractors,21380,4000,25380,03/20/2023,2022
