industry_code,industry_name,indivs,pacs,total,last_updated,cycle
K01,Lawyers/Law Firms,363917,104020,467937,06/10/2019,2018
F07,Securities & Investment,175138,124000,299138,06/10/2019,2018
K02,Lobbyists,283631,6050,289681,06/10/2019,2018
Q03,Leadership PACs,0,270250,270250,06/10/2019,2018
F10,Real Estate,136110,69000,205110,06/10/2019,2018
F09,Insurance,68350,130000,198350,06/10/2019,2018
D03,Misc Defense,81000,86600,167600,06/10/2019,2018
W06,Retired,154554,0,154554,06/10/2019,2018
H01,Health Professionals,31846,115000,146846,06/10/2019,2018
D01,Defense Aerospace,5201,111000,116201,06/10/2019,2018
