industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F07,Securities & Investment,34500,0,34500,03/20/2023,2022
F10,Real Estate,30200,2000,32200,03/20/2023,2022
Q05,Pro-Israel,29000,0,29000,03/20/2023,2022
K01,Lawyers/Law Firms,14850,8250,23100,03/20/2023,2022
B02,TV/Movies/Music,-1650,20000,18350,03/20/2023,2022
W06,Retired,16790,0,16790,03/20/2023,2022
H01,Health Professionals,9400,0,9400,03/20/2023,2022
K02,Lobbyists,6750,1500,8250,03/20/2023,2022
Q02,Democratic/Liberal,1500,5000,6500,03/20/2023,2022
N07,Casinos/Gambling,8800,-2500,6300,03/20/2023,2022
