industry_code,industry_name,indivs,pacs,total,last_updated,cycle
N02,"Beer, Wine & Liquor",91900,0,91900,03/20/2023,2022
W06,Retired,49998,0,49998,03/20/2023,2022
F07,Securities & Investment,44450,0,44450,03/20/2023,2022
F10,Real Estate,25675,0,25675,03/20/2023,2022
K01,Lawyers/Law Firms,24000,0,24000,03/20/2023,2022
Q16,Candidate Committees,0,18500,18500,03/20/2023,2022
W02,Non-Profit Institutions,16157,0,16157,03/20/2023,2022
D01,Defense Aerospace,12600,0,12600,03/20/2023,2022
F13,Misc Finance,11599,0,11599,03/20/2023,2022
H03,Health Services/HMOs,10200,0,10200,03/20/2023,2022
