industry_code,industry_name,indivs,pacs,total,last_updated,cycle
K01,Lawyers/Law Firms,75529,29500,105029,03/20/2023,2022
H01,Health Professionals,50055,8500,58555,03/20/2023,2022
H02,Hospitals/Nursing Homes,40200,5000,45200,03/20/2023,2022
W06,Retired,42538,0,42538,03/20/2023,2022
P02,Industrial Unions,0,32500,32500,03/20/2023,2022
P04,Public Sector Unions,0,31000,31000,03/20/2023,2022
N01,Food & Beverage,30600,0,30600,03/20/2023,2022
Q09,Human Rights,19307,7012,26319,03/20/2023,2022
P01,Building Trade Unions,0,26000,26000,03/20/2023,2022
H05,Misc Health,18200,0,18200,03/20/2023,2022
