industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,3002100,0,3002100,06/10/2019,2018
F10,Real Estate,973343,6780,980123,06/10/2019,2018
Q01,Republican/Conservative,731095,46050,777145,06/10/2019,2018
K01,Lawyers/Law Firms,489877,11400,501277,06/10/2019,2018
F07,Securities & Investment,457699,1000,458699,06/10/2019,2018
H01,Health Professionals,374468,9000,383468,06/10/2019,2018
F09,Insurance,273436,41200,314636,06/10/2019,2018
F13,Misc Finance,296433,15000,311433,06/10/2019,2018
C01,General Contractors,270539,26000,296539,06/10/2019,2018
N12,Misc Business,223255,17500,240755,06/10/2019,2018
