industry_code,industry_name,indivs,pacs,total,last_updated,cycle
A01,Crop Production & Basic Processing,53150,113800,166950,03/20/2023,2022
F07,Securities & Investment,125325,0,125325,03/20/2023,2022
F10,Real Estate,97791,26000,123791,03/20/2023,2022
E01,Oil & Gas,12900,93000,105900,03/20/2023,2022
A07,Agricultural Services/Products,6200,97500,103700,03/20/2023,2022
W06,Retired,103590,0,103590,03/20/2023,2022
A04,Dairy,18700,45000,63700,03/20/2023,2022
E08,Electric Utilities,4000,55999,59999,03/20/2023,2022
H01,Health Professionals,41350,10000,51350,03/20/2023,2022
Q05,Pro-Israel,40775,7900,48675,03/20/2023,2022
