industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,67030,0,67030,03/20/2023,2022
E01,Oil & Gas,17100,47500,64600,03/20/2023,2022
Q03,Leadership PACs,0,51400,51400,03/20/2023,2022
Q01,Republican/Conservative,32225,15000,47225,03/20/2023,2022
F10,Real Estate,28600,7000,35600,03/20/2023,2022
C01,General Contractors,18550,16500,35050,03/20/2023,2022
Q05,Pro-Israel,25000,5000,30000,03/20/2023,2022
M01,Air Transport,5330,22500,27830,03/20/2023,2022
N15,Misc Manufacturing & Distributing,22900,0,22900,03/20/2023,2022
F09,Insurance,20900,0,20900,03/20/2023,2022
