industry_code,industry_name,indivs,pacs,total,last_updated,cycle
Q03,Leadership PACs,0,184700,184700,03/20/2023,2022
K02,Lobbyists,47000,0,47000,03/20/2023,2022
H04,Pharmaceuticals/Health Products,13400,26500,39900,03/20/2023,2022
H01,Health Professionals,30250,3000,33250,03/20/2023,2022
H03,Health Services/HMOs,11200,16000,27200,03/20/2023,2022
F09,Insurance,15000,8500,23500,03/20/2023,2022
F07,Securities & Investment,8600,12500,21100,03/20/2023,2022
W06,Retired,20150,0,20150,03/20/2023,2022
A02,Tobacco,5600,10000,15600,03/20/2023,2022
M04,Railroads,0,15000,15000,03/20/2023,2022
