industry_code,industry_name,indivs,pacs,total,last_updated,cycle
H01,Health Professionals,198546,0,198546,03/20/2023,2022
W06,Retired,197168,0,197168,03/20/2023,2022
W04,Education,105960,0,105960,03/20/2023,2022
F10,Real Estate,93356,6000,99356,03/20/2023,2022
K01,Lawyers/Law Firms,74868,0,74868,03/20/2023,2022
B12,Electronics Mfg & Equip,53112,0,53112,03/20/2023,2022
F07,Securities & Investment,53059,0,53059,03/20/2023,2022
Q09,Human Rights,35076,10989,46065,03/20/2023,2022
N01,Food & Beverage,39621,0,39621,03/20/2023,2022
Q02,Democratic/Liberal,16846,17625,34471,03/20/2023,2022
