industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F10,Real Estate,99850,58500,158350,06/10/2019,2018
H01,Health Professionals,27500,113000,140500,06/10/2019,2018
F09,Insurance,23350,105000,128350,06/10/2019,2018
Q03,Leadership PACs,0,124500,124500,06/10/2019,2018
H02,Hospitals/Nursing Homes,34550,78829,113379,06/10/2019,2018
K02,Lobbyists,108832,3248,112080,06/10/2019,2018
W06,Retired,111005,0,111005,06/10/2019,2018
H04,Pharmaceuticals/Health Products,31650,34000,65650,06/10/2019,2018
F07,Securities & Investment,16950,48000,64950,06/10/2019,2018
H03,Health Services/HMOs,1500,62500,64000,06/10/2019,2018
