industry_code,industry_name,indivs,pacs,total,last_updated,cycle
K01,Lawyers/Law Firms,85690,19500,105190,06/10/2019,2018
P04,Public Sector Unions,1375,78000,79375,06/10/2019,2018
P01,Building Trade Unions,50,75700,75750,06/10/2019,2018
F10,Real Estate,49500,16000,65500,06/10/2019,2018
P05,Misc Unions,3105,53200,56305,06/10/2019,2018
K02,Lobbyists,47550,0,47550,06/10/2019,2018
N07,Casinos/Gambling,44500,0,44500,06/10/2019,2018
Q03,Leadership PACs,0,38750,38750,06/10/2019,2018
H01,Health Professionals,8645,30000,38645,06/10/2019,2018
F11,Accountants,10200,28000,38200,06/10/2019,2018
