industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F07,Securities & Investment,113150,165500,278650,03/20/2023,2022
F10,Real Estate,65400,63500,128900,03/20/2023,2022
Q02,Democratic/Liberal,106000,5000,111000,03/20/2023,2022
F03,Commercial Banks,12100,83500,95600,03/20/2023,2022
F09,Insurance,6075,84500,90575,03/20/2023,2022
F06,Finance/Credit Companies,17500,63000,80500,03/20/2023,2022
K01,Lawyers/Law Firms,50280,25000,75280,03/20/2023,2022
H01,Health Professionals,67100,8000,75100,03/20/2023,2022
W06,Retired,67950,0,67950,03/20/2023,2022
Q05,Pro-Israel,44690,20900,65590,03/20/2023,2022
