industry_code,industry_name,indivs,pacs,total,last_updated,cycle
K01,Lawyers/Law Firms,275566,36500,312066,03/20/2023,2022
F10,Real Estate,144345,15500,159845,03/20/2023,2022
W06,Retired,147799,0,147799,03/20/2023,2022
B02,TV/Movies/Music,72031,72500,144531,03/20/2023,2022
F07,Securities & Investment,97958,3500,101458,03/20/2023,2022
K02,Lobbyists,57250,500,57750,03/20/2023,2022
Q05,Pro-Israel,40808,16400,57208,03/20/2023,2022
N05,Business Services,50059,1000,51059,03/20/2023,2022
W04,Education,48763,0,48763,03/20/2023,2022
P04,Public Sector Unions,0,44000,44000,03/20/2023,2022
