industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F10,Real Estate,40800,56000,96800,03/20/2023,2022
Q03,Leadership PACs,0,75500,75500,03/20/2023,2022
E01,Oil & Gas,31700,37500,69200,03/20/2023,2022
F09,Insurance,500,65000,65500,03/20/2023,2022
F07,Securities & Investment,36900,16000,52900,03/20/2023,2022
A01,Crop Production & Basic Processing,10000,29500,39500,03/20/2023,2022
M02,Automotive,13800,21000,34800,03/20/2023,2022
H01,Health Professionals,4500,27000,31500,03/20/2023,2022
N03,Retail Sales,10800,19000,29800,03/20/2023,2022
K01,Lawyers/Law Firms,26450,1500,27950,03/20/2023,2022
