industry_code,industry_name,indivs,pacs,total,last_updated,cycle
H01,Health Professionals,92314,234000,326314,06/10/2019,2018
W06,Retired,287816,0,287816,06/10/2019,2018
H04,Pharmaceuticals/Health Products,27575,104500,132075,06/10/2019,2018
F07,Securities & Investment,99536,13500,113036,06/10/2019,2018
W04,Education,104423,0,104423,06/10/2019,2018
K01,Lawyers/Law Firms,81082,16500,97582,06/10/2019,2018
Q03,Leadership PACs,0,93600,93600,06/10/2019,2018
F10,Real Estate,52075,30500,82575,06/10/2019,2018
H03,Health Services/HMOs,35539,46000,81539,06/10/2019,2018
Q02,Democratic/Liberal,63887,17000,80887,06/10/2019,2018
