industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,57248,0,57248,06/10/2019,2018
F09,Insurance,48400,4000,52400,06/10/2019,2018
F10,Real Estate,39500,7000,46500,06/10/2019,2018
A01,Crop Production & Basic Processing,7700,15500,23200,06/10/2019,2018
W04,Education,20350,0,20350,06/10/2019,2018
H01,Health Professionals,6950,9500,16450,06/10/2019,2018
K01,Lawyers/Law Firms,13000,3000,16000,06/10/2019,2018
E08,Electric Utilities,0,15500,15500,06/10/2019,2018
M04,Railroads,0,13999,13999,06/10/2019,2018
N06,Recreation/Live Entertainment,10800,2000,12800,06/10/2019,2018
