industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,102368,0,102368,03/20/2023,2022
F07,Securities & Investment,81488,5400,86888,03/20/2023,2022
F10,Real Estate,69066,16000,85066,03/20/2023,2022
E01,Oil & Gas,64841,14000,78841,03/20/2023,2022
Q03,Leadership PACs,0,69800,69800,03/20/2023,2022
N15,Misc Manufacturing & Distributing,48600,0,48600,03/20/2023,2022
F09,Insurance,29850,15000,44850,03/20/2023,2022
E12,Renewable Energy,34800,6000,40800,03/20/2023,2022
K02,Lobbyists,37025,0,37025,03/20/2023,2022
A01,Crop Production & Basic Processing,21175,14500,35675,03/20/2023,2022
