industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F09,Insurance,4203,96500,100703,06/10/2019,2018
F10,Real Estate,27062,51300,78362,06/10/2019,2018
F07,Securities & Investment,3955,60500,64455,06/10/2019,2018
K01,Lawyers/Law Firms,33547,13250,46797,06/10/2019,2018
F11,Accountants,501,42500,43001,06/10/2019,2018
P04,Public Sector Unions,0,40500,40500,06/10/2019,2018
C03,Special Trade Contractors,5711,30500,36211,06/10/2019,2018
K02,Lobbyists,26650,1500,28150,06/10/2019,2018
Q03,Leadership PACs,0,28000,28000,06/10/2019,2018
F13,Misc Finance,4602,21000,25602,06/10/2019,2018
