industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,2179859,0,2179859,06/10/2019,2018
F10,Real Estate,341553,62830,404383,06/10/2019,2018
H01,Health Professionals,200540,180700,381240,06/10/2019,2018
E01,Oil & Gas,224825,150500,375325,06/10/2019,2018
F09,Insurance,130725,155500,286225,06/10/2019,2018
K02,Lobbyists,245106,686,245792,06/10/2019,2018
K01,Lawyers/Law Firms,190155,44900,235055,06/10/2019,2018
F07,Securities & Investment,135070,95500,230570,06/10/2019,2018
H04,Pharmaceuticals/Health Products,77095,128750,205845,06/10/2019,2018
M05,Sea Transport,139130,27500,166630,06/10/2019,2018
