industry_code,industry_name,indivs,pacs,total,last_updated,cycle
H01,Health Professionals,2500,43000,45500,03/20/2023,2022
E08,Electric Utilities,0,33500,33500,03/20/2023,2022
M02,Automotive,500,13500,14000,03/20/2023,2022
K02,Lobbyists,6750,2500,9250,03/20/2023,2022
B09,Telecom Services,250,8500,8750,03/20/2023,2022
F09,Insurance,0,8500,8500,03/20/2023,2022
K01,Lawyers/Law Firms,1000,7000,8000,03/20/2023,2022
H04,Pharmaceuticals/Health Products,1500,5500,7000,03/20/2023,2022
H03,Health Services/HMOs,2550,3000,5550,03/20/2023,2022
E01,Oil & Gas,0,5500,5500,03/20/2023,2022
