industry_code,industry_name,indivs,pacs,total,last_updated,cycle
P01,Building Trade Unions,0,15500,15500,03/20/2023,2022
P03,Transportation Unions,0,14500,14500,03/20/2023,2022
K01,Lawyers/Law Firms,10000,2000,12000,03/20/2023,2022
W04,Education,9950,0,9950,03/20/2023,2022
M04,Railroads,0,9500,9500,03/20/2023,2022
F10,Real Estate,7400,2000,9400,03/20/2023,2022
W06,Retired,8225,0,8225,03/20/2023,2022
C04,Construction Services,8000,0,8000,03/20/2023,2022
B08,Telephone Utilities,500,7000,7500,03/20/2023,2022
P05,Misc Unions,0,7000,7000,03/20/2023,2022
