industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,227710,0,227710,03/20/2023,2022
F07,Securities & Investment,185346,9426,194772,03/20/2023,2022
E01,Oil & Gas,62663,115000,177663,03/20/2023,2022
F10,Real Estate,85585,22000,107585,03/20/2023,2022
Q03,Leadership PACs,0,85000,85000,03/20/2023,2022
H01,Health Professionals,41268,16000,57268,03/20/2023,2022
M01,Air Transport,18836,35594,54430,03/20/2023,2022
W02,Non-Profit Institutions,47271,4000,51271,03/20/2023,2022
F09,Insurance,17487,32000,49487,03/20/2023,2022
Q01,Republican/Conservative,32814,15650,48464,03/20/2023,2022
