industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F07,Securities & Investment,797260,142166,939426,03/20/2023,2022
Q03,Leadership PACs,0,426300,426300,03/20/2023,2022
W06,Retired,374146,0,374146,03/20/2023,2022
F10,Real Estate,246445,64000,310445,03/20/2023,2022
F09,Insurance,92314,217000,309314,03/20/2023,2022
K01,Lawyers/Law Firms,152883,48750,201633,03/20/2023,2022
F03,Commercial Banks,52513,119800,172313,03/20/2023,2022
Q05,Pro-Israel,154650,14700,169350,03/20/2023,2022
K02,Lobbyists,141701,6000,147701,03/20/2023,2022
Q01,Republican/Conservative,119462,2000,121462,03/20/2023,2022
