industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F09,Insurance,302,189000,189302,06/10/2019,2018
F10,Real Estate,19607,63500,83107,06/10/2019,2018
F07,Securities & Investment,7000,61500,68500,06/10/2019,2018
K01,Lawyers/Law Firms,34700,23500,58200,06/10/2019,2018
P04,Public Sector Unions,0,49000,49000,06/10/2019,2018
P01,Building Trade Unions,0,45100,45100,06/10/2019,2018
P02,Industrial Unions,0,43000,43000,06/10/2019,2018
B01,Printing & Publishing,32325,7000,39325,06/10/2019,2018
F11,Accountants,400,35500,35900,06/10/2019,2018
H01,Health Professionals,14640,14000,28640,06/10/2019,2018
