industry_code,industry_name,indivs,pacs,total,last_updated,cycle
D03,Misc Defense,17800,93750,111550,03/20/2023,2022
K02,Lobbyists,73700,1000,74700,03/20/2023,2022
M01,Air Transport,0,52500,52500,03/20/2023,2022
H01,Health Professionals,1750,48500,50250,03/20/2023,2022
P04,Public Sector Unions,0,48500,48500,03/20/2023,2022
D02,Defense Electronics,4900,43500,48400,03/20/2023,2022
K01,Lawyers/Law Firms,10784,32500,43284,03/20/2023,2022
F10,Real Estate,16710,26000,42710,03/20/2023,2022
B12,Electronics Mfg & Equip,9500,27500,37000,03/20/2023,2022
N15,Misc Manufacturing & Distributing,250,34500,34750,03/20/2023,2022
