industry_code,industry_name,indivs,pacs,total,last_updated,cycle
Q03,Leadership PACs,0,180400,180400,03/20/2023,2022
K02,Lobbyists,131626,4000,135626,03/20/2023,2022
D01,Defense Aerospace,88788,31500,120288,03/20/2023,2022
K01,Lawyers/Law Firms,45575,42250,87825,03/20/2023,2022
B02,TV/Movies/Music,39276,37000,76276,03/20/2023,2022
W06,Retired,65650,0,65650,03/20/2023,2022
D03,Misc Defense,40445,21500,61945,03/20/2023,2022
M01,Air Transport,48510,12500,61010,03/20/2023,2022
F07,Securities & Investment,43643,12533,56176,03/20/2023,2022
Q02,Democratic/Liberal,36538,5000,41538,03/20/2023,2022
