industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F10,Real Estate,108088,47500,155588,06/10/2019,2018
F03,Commercial Banks,45350,73500,118850,06/10/2019,2018
F09,Insurance,16150,99500,115650,06/10/2019,2018
K01,Lawyers/Law Firms,91500,11000,102500,06/10/2019,2018
F07,Securities & Investment,36000,54400,90400,06/10/2019,2018
W06,Retired,73450,0,73450,06/10/2019,2018
Q03,Leadership PACs,0,67499,67499,06/10/2019,2018
H01,Health Professionals,39060,19000,58060,06/10/2019,2018
M02,Automotive,28000,24000,52000,06/10/2019,2018
A01,Crop Production & Basic Processing,11150,30000,41150,06/10/2019,2018
