industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,371578,0,371578,03/20/2023,2022
E01,Oil & Gas,95820,212200,308020,03/20/2023,2022
K01,Lawyers/Law Firms,257952,18500,276452,03/20/2023,2022
F10,Real Estate,116049,42500,158549,03/20/2023,2022
H01,Health Professionals,72826,78500,151326,03/20/2023,2022
F07,Securities & Investment,113375,12500,125875,03/20/2023,2022
Q02,Democratic/Liberal,92322,33500,125822,03/20/2023,2022
Q08,Women's Issues,86455,16500,102955,03/20/2023,2022
Q03,Leadership PACs,4310,78586,82896,03/20/2023,2022
W04,Education,73540,0,73540,03/20/2023,2022
