industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,222832,0,222832,03/20/2023,2022
K01,Lawyers/Law Firms,184434,16500,200934,03/20/2023,2022
F10,Real Estate,87833,26000,113833,03/20/2023,2022
F07,Securities & Investment,100103,13500,113603,03/20/2023,2022
H01,Health Professionals,16245,26000,42245,03/20/2023,2022
Q02,Democratic/Liberal,24296,15500,39796,03/20/2023,2022
P04,Public Sector Unions,0,39500,39500,03/20/2023,2022
K02,Lobbyists,37400,500,37900,03/20/2023,2022
B09,Telecom Services,11800,22900,34700,03/20/2023,2022
P01,Building Trade Unions,0,34500,34500,03/20/2023,2022
