industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,47400,0,47400,03/20/2023,2022
H03,Health Services/HMOs,17500,3500,21000,03/20/2023,2022
F07,Securities & Investment,19800,0,19800,03/20/2023,2022
K01,Lawyers/Law Firms,8249,6000,14249,03/20/2023,2022
H04,Pharmaceuticals/Health Products,7650,2500,10150,03/20/2023,2022
W04,Education,9300,0,9300,03/20/2023,2022
P04,Public Sector Unions,0,6500,6500,03/20/2023,2022
W02,Non-Profit Institutions,6400,0,6400,03/20/2023,2022
D03,Misc Defense,5300,1000,6300,03/20/2023,2022
F06,Finance/Credit Companies,5800,0,5800,03/20/2023,2022
