industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,115094,0,115094,03/20/2023,2022
F10,Real Estate,85298,8500,93798,03/20/2023,2022
E01,Oil & Gas,34745,38000,72745,03/20/2023,2022
F07,Securities & Investment,70149,0,70149,03/20/2023,2022
Q01,Republican/Conservative,27905,10250,38155,03/20/2023,2022
Q03,Leadership PACs,0,34350,34350,03/20/2023,2022
A01,Crop Production & Basic Processing,5800,25000,30800,03/20/2023,2022
W02,Non-Profit Institutions,29790,0,29790,03/20/2023,2022
H01,Health Professionals,23975,4500,28475,03/20/2023,2022
C01,General Contractors,14851,11000,25851,03/20/2023,2022
