industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,527036,0,527036,03/20/2023,2022
F07,Securities & Investment,280814,0,280814,03/20/2023,2022
E01,Oil & Gas,153302,118500,271802,03/20/2023,2022
Q03,Leadership PACs,150,244500,244650,03/20/2023,2022
F10,Real Estate,163625,22000,185625,03/20/2023,2022
Q01,Republican/Conservative,108003,33400,141403,03/20/2023,2022
A06,Livestock,84309,15000,99309,03/20/2023,2022
K01,Lawyers/Law Firms,72006,14000,86006,03/20/2023,2022
F09,Insurance,29782,43700,73482,03/20/2023,2022
Q09,Human Rights,53707,9500,63207,03/20/2023,2022
