industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,75659,0,75659,03/20/2023,2022
Q02,Democratic/Liberal,32725,9000,41725,03/20/2023,2022
K01,Lawyers/Law Firms,34100,5750,39850,03/20/2023,2022
E08,Electric Utilities,1000,30500,31500,03/20/2023,2022
P01,Building Trade Unions,0,22500,22500,03/20/2023,2022
P03,Transportation Unions,0,21400,21400,03/20/2023,2022
N05,Business Services,15235,0,15235,03/20/2023,2022
W04,Education,14470,0,14470,03/20/2023,2022
Q03,Leadership PACs,0,14000,14000,03/20/2023,2022
Q16,Candidate Committees,0,14000,14000,03/20/2023,2022
