industry_code,industry_name,indivs,pacs,total,last_updated,cycle
E01,Oil & Gas,26400,143500,169900,06/10/2019,2018
H01,Health Professionals,11000,44000,55000,06/10/2019,2018
F06,Finance/Credit Companies,13800,39700,53500,06/10/2019,2018
A01,Crop Production & Basic Processing,6000,47500,53500,06/10/2019,2018
K01,Lawyers/Law Firms,37446,13000,50446,06/10/2019,2018
F09,Insurance,1000,47000,48000,06/10/2019,2018
N03,Retail Sales,16550,31000,47550,06/10/2019,2018
N12,Misc Business,25400,19500,44900,06/10/2019,2018
F10,Real Estate,23000,18000,41000,06/10/2019,2018
M02,Automotive,1000,36995,37995,06/10/2019,2018
