industry_code,industry_name,indivs,pacs,total,last_updated,cycle
K01,Lawyers/Law Firms,62525,33500,96025,06/10/2019,2018
E01,Oil & Gas,7500,70200,77700,06/10/2019,2018
E08,Electric Utilities,15500,56000,71500,06/10/2019,2018
H04,Pharmaceuticals/Health Products,0,69000,69000,06/10/2019,2018
P04,Public Sector Unions,0,64500,64500,06/10/2019,2018
B09,Telecom Services,8200,48000,56200,06/10/2019,2018
P03,Transportation Unions,0,52376,52376,06/10/2019,2018
K02,Lobbyists,51100,1000,52100,06/10/2019,2018
P01,Building Trade Unions,0,51500,51500,06/10/2019,2018
F09,Insurance,2250,46000,48250,06/10/2019,2018
