industry_code,industry_name,indivs,pacs,total,last_updated,cycle
K01,Lawyers/Law Firms,1356053,181613,1537666,06/10/2019,2018
F07,Securities & Investment,860231,59500,919731,06/10/2019,2018
F10,Real Estate,746036,41000,787036,06/10/2019,2018
K02,Lobbyists,705123,12640,717763,06/10/2019,2018
W06,Retired,618074,0,618074,06/10/2019,2018
B09,Telecom Services,183314,255600,438914,06/10/2019,2018
B02,TV/Movies/Music,372076,49500,421576,06/10/2019,2018
Q11,Environment,338832,37449,376281,06/10/2019,2018
Q03,Leadership PACs,0,349300,349300,06/10/2019,2018
N05,Business Services,322590,7600,330190,06/10/2019,2018
