industry_code,industry_name,indivs,pacs,total,last_updated,cycle
K01,Lawyers/Law Firms,1489225,76116,1565341,06/10/2019,2018
W06,Retired,1239842,0,1239842,06/10/2019,2018
F10,Real Estate,675124,59010,734134,06/10/2019,2018
K02,Lobbyists,494295,5430,499725,06/10/2019,2018
H01,Health Professionals,335283,140250,475533,06/10/2019,2018
W04,Education,400348,0,400348,06/10/2019,2018
F07,Securities & Investment,387048,12000,399048,06/10/2019,2018
W03,Civil Servants/Public Officials,366215,0,366215,06/10/2019,2018
N05,Business Services,283389,4000,287389,06/10/2019,2018
W02,Non-Profit Institutions,254368,7000,261368,06/10/2019,2018
