industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,244321,0,244321,06/10/2019,2018
K01,Lawyers/Law Firms,132057,7000,139057,06/10/2019,2018
Q02,Democratic/Liberal,105419,30390,135809,06/10/2019,2018
W04,Education,130769,0,130769,06/10/2019,2018
Q03,Leadership PACs,2020,109600,111620,06/10/2019,2018
F07,Securities & Investment,86704,0,86704,06/10/2019,2018
N05,Business Services,85480,0,85480,06/10/2019,2018
B02,TV/Movies/Music,76205,1000,77205,06/10/2019,2018
W02,Non-Profit Institutions,67440,1000,68440,06/10/2019,2018
B01,Printing & Publishing,67741,0,67741,06/10/2019,2018
