industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,28924148,0,28924148,03/20/2023,2022
W04,Education,7548318,0,7548318,03/20/2023,2022
K01,Lawyers/Law Firms,6756466,102507,6858973,03/20/2023,2022
H01,Health Professionals,3585429,63500,3648929,03/20/2023,2022
F07,Securities & Investment,3209734,30500,3240234,03/20/2023,2022
W03,Civil Servants/Public Officials,2664229,0,2664229,03/20/2023,2022
Q02,Democratic/Liberal,2293284,199254,2492538,03/20/2023,2022
F10,Real Estate,2333723,45000,2378723,03/20/2023,2022
B02,TV/Movies/Music,2059098,14000,2073098,03/20/2023,2022
B12,Electronics Mfg & Equip,2056121,1500,2057621,03/20/2023,2022
