industry_code,industry_name,indivs,pacs,total,last_updated,cycle
K01,Lawyers/Law Firms,574006,18000,592006,06/10/2019,2018
W06,Retired,544834,0,544834,06/10/2019,2018
F07,Securities & Investment,283301,0,283301,06/10/2019,2018
W04,Education,277191,0,277191,06/10/2019,2018
F10,Real Estate,178236,7500,185736,06/10/2019,2018
N05,Business Services,146712,0,146712,06/10/2019,2018
Q03,Leadership PACs,3000,141503,144503,06/10/2019,2018
F13,Misc Finance,135188,0,135188,06/10/2019,2018
H01,Health Professionals,108673,2000,110673,06/10/2019,2018
P01,Building Trade Unions,1000,109005,110005,06/10/2019,2018
